Name of Firm,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,E-mail Address,CAGE Code,Congr. Dist.,County Code,UEI,E-Mall Page URL,Fax Number,Fiscal Year Ends,In TECH-Net?,Incorp. Country,Incorp. State,Last Updated,Main/Branch,Metro Stat Area,Phone Number,Trade Name,WWW Page URL,Year Established,Legal Structure,"Business Type (Service, Construction, etc)","Ownership/Self-Certs (Minority, Veteran, Woman, etc)","NAICS, All (for which firm is small)","NAICS, Buy Green and Small","NAICS, Primary and Small",FullAddress,ZipOnly
TOTAL DEFENSE SOLUTIONS LLC,JEFFREY FREEMAN,,6791 ONYX PL,,CARLSBAD,CA,92009-1703,,JEFF@TDS-TACTICAL.COM,7S6G6,49,073,KCZNWHUL9QS7,,,1231,,USA,CA,01/25/2025,Branch,7320,619-629-1206,,www.tds-tactical.com,2014,PS,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","335999, 423430, 423840, 423850, 423910",,,"6791 ONYX PL, , CARLSBAD, CA 92009-1703",92009
GREEN DRAGON VENTURES,DAVID ONDASH,,7758 CAMINITO MONARCA UNIT 111,,CARLSBAD,CA,92009-8541,"Creating, developing, and patenting products for the Department of Defense that allow our men and women in uniform to more successfully complete their missions. Importation of new and used medical, voice and data and consumer electronics equipment for wholesale. Conducting additive manufacturing",davido@greendragonv.com,7WDD1,49,073,G3NSSF72LNB1,https://greendragonv.com,,1231,,USA,CA,03/08/2025,Branch,7320,858-733-0954,,www.greendragonv.com,2016,SC,,,"326199, 332994, 339999, 423450, 423620, 423690, 425120, 541715, 541715, 541715, 541715",,,"7758 CAMINITO MONARCA UNIT 111, , CARLSBAD, CA 92009-8541",92009
AIRA TECH CORP,KEVIN PHELAN,,3208 AVENIDA LA CIMA,,CARLSBAD,CA,92009-9540,,kevin@aira.io,7FG69,49,073,NNJ3Z6K8LCL8,,,1231,,USA,DE,05/30/2024,Branch,7320,617-515-8011,,aira.io,2015,CP,,Self-Certified Small Disadvantaged Business,513210,,,"3208 AVENIDA LA CIMA, , CARLSBAD, CA 92009-9540",92009
HENRY DAVID,DAVID HENRY,,2815 CEBU PL,,CARLSBAD,CA,92009-5905,"The Duty Expert provides law enforcement, military, (US & Foreign), and private companies with consulting, training, and sourcing of NV (night vision)/TS (thermal systems), accessories & tactical equipment. We provide our clients with training and equipment of exceptional quality and competitive pricing coupled with rapid availability. Owner, Dave Henry, is a retired Marine with 20 years’ service followed by 14 years in private industry specializing in Electro-Optics, NV & TS. He excelled as a military instructor which enables him to advise clients on a “Total Operational Package” approach. Certifications are Small Business (SB), Disabled Veteran Business Enterprise (DVBE), Service Disabled Veteran Owned Small Business (SDVOSB) and Minority Owned (Native American-Cherokee).",dave@thedutyexpert.com,8BUF4,49,073,QFLBNL17X995,http://www.TheDutyExpert.com,760-438-9927,1231,,USA,CA,09/25/2024,Branch,7320,760-445-3387,THE DUTY EXPERT,www.thedutyexpert.com,2008,SL,"R and D, Service","Native American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","541690, 811210",,,"2815 CEBU PL, , CARLSBAD, CA 92009-5905",92009
POSEIDON CONSULTING LLC,PATRICK GOUGH,,2916 RANCHO BRASADO,,CARLSBAD,CA,92009-3030,,poseidonconsulting1@gmail.com,8F1F9,49,073,UFXKNDQTSLX6,,,1231,,USA,CA,02/05/2025,Branch,7320,760-522-9500,,www.poseidonconsulting.net,2018,LL,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","541330, 541330, 541330, 541330, 561990, 611310, 611430, 611512, 611710, 812990",,,"2916 RANCHO BRASADO, , CARLSBAD, CA 92009-3030",92009
RALLYPOINT GROUP,WILLIAM SMOTHERS,,6421 LIVE OAKS DR,,CARLSBAD,CA,92009-3082,"Rallypoint Group is a Disabled Veteran Owned Small Business providing sales, installation, support, maintenance, and supplies. Rallypoint Group specializes in Information Technology related products, Medical/Hospital supplies, and General Contracting Building supplies and materials. My main focus and priority are getting the job done on time and on budget while providing top tier customer service.  Please contact me to learn more about my federal, state and local contracting abilities.",bsmothers@therallypointgroup.com,8H4M7,49,073,U4T6EFKQF563,,,1231,,USA,CA,08/16/2024,Branch,7320,310-773-2020,,www.therallypointgroup.com,2019,SC,,"Service-Disabled Veteran, Veteran","236118, 236220, 541519, 541519",,,"6421 LIVE OAKS DR, , CARLSBAD, CA 92009-3082",92009
EAST TO WEST IMPORT,DAMIEN STROIKA,,2941 GAVIOTA PL,,CARLSBAD,CA,92009-8222,,dstroika@easttowestimport.com,8QN97,49,073,KFVMEJ6L8S17,,,1231,,USA,CA,10/04/2024,Branch,7320,619-277-5093,,Easttowestimport.com,2014,CP,,Self-Certified Small Disadvantaged Business,"812220, 812930, 813110, 813212, 813311, 813312, 813319, 813410, 813910, 813920, 813930, 813940, 813990",,,"2941 GAVIOTA PL, , CARLSBAD, CA 92009-8222",92009
SHADOWBOX INC,GREGORY STEIN,,2926 AVENIDA CASTANA,,CARLSBAD,CA,92009-6986,,greg@shadowbox.com,8NFD8,49,073,KZV8BWCL1J16,,,1231,,USA,DE,12/27/2024,Branch,7320,323-596-0999,,https://www.shadowbox.com,2017,CP,,,513210,,,"2926 AVENIDA CASTANA, , CARLSBAD, CA 92009-6986",92009
"PRIORITY RN NURSING SERVICES, A PROFESSIONAL CORPORATION",NANCY MCLAUGHLIN,,3109 CAMINO DEL ARCO,,CARLSBAD,CA,92009-7855,"Priority RN Nursing Services, A Professional Corporation, is a healthcare staffing agency that has been serving the Southern California area since 2000. We adhere to a strict code of ethics with our staffing processes. We have a very low do not return rate, significant client longevity, and deliver quality services at competitive rates. We have a proven success rate for rapid hiring, managing and staffing personnel for large projects to include flu and Covid vaccinations, swabbers, and temperature screeners, for healthcare organizations, construction projects, colleges, universities and airports. To date, we remain focused on recruiting experienced and quality personnel that match our client's needs.",priorityrnnursing@gmail.com,8MRR7,49,073,HAEBA9FMGPC8,,760-634-0349,1231,,USA,CA,07/20/2024,Branch,7320,760-635-7776,PRIORITY RN NURSING SERVICES A PROFESSIONAL CORP,www.priorityrnnursingservices.com,2000,CP,Service,"Self-Certified Small Disadvantaged Business, Woman Owned","561311, 561320, 621999",,,"3109 CAMINO DEL ARCO, , CARLSBAD, CA 92009-7855",92009
"CALPROP GROUP, INC.",CLAYTON ZACCAGLINI,,6526 VISPERA PL,,CARLSBAD,CA,92009-5339,,clay@calprop.com,8NMD7,49,073,VGGKVK3JGPX7,,,1231,,USA,CA,01/01/2025,Branch,7320,760-450-6885,CALPROP GROUP INC,www.calprop.com,2019,SC,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","236115, 236116, 236117, 236118, 236220, 237210, 238130, 238190, 238350, 238390, 531190, 531190, 531210",,,"6526 VISPERA PL, , CARLSBAD, CA 92009-5339",92009
VRX MEDICAL INC.,PAUL LAFFERTY,,7543 CIRCULO SEQUOIA,,CARLSBAD,CA,92009-8468,,paul@vrxmedical.com,8HJH8,49,073,FM6YBJ8UGZL9,,,1231,,USA,DE,08/23/2024,Branch,7320,760-525-3739,,,2018,CP,,,"339112, 541511, 541512",,,"7543 CIRCULO SEQUOIA, , CARLSBAD, CA 92009-8468",92009
JH TECH INC,JAY HARIPRIYAN,,3558 CAMINO ARENA,,CARLSBAD,CA,92009-9507,"In collaboration with Burwood Group via a Mentor Protege agreement, JH TECH LLC provides IT consulting and solutions that offer stability, efficiency and maturity in your IT environment. Services: Systems Design and Integration, Migration to Cloud, Collaboration, Cyber Security, Networking, DevOps, IT Service Management (ITIL), IT Program and Project Management. Principal has worked with California State and Local Govt on numerous IT Projects over a 25+yrs IT career. References available.",jay@jhtech-inc.com,8VZ59,49,073,DWPPMUHVWY39,http://www.jhtechllc.com,,1231,,USA,CA,06/07/2024,Branch,7320,858-353-5203,,jhtech-inc.com,2020,CP,,"Other Minority Owned, Subcontinent Asian American, Woman Owned","541511, 541512, 541513, 541519, 541519",,,"3558 CAMINO ARENA, , CARLSBAD, CA 92009-9507",92009
BRANDON BORSO,BRANDON BORSO,,6065 PASEO CARRETA,,CARLSBAD,CA,92009-2250,,bborso@musclemarketingco.com,8UDR1,49,073,LDKRD1D26BU6,,,1231,,USA,CA,07/26/2024,Branch,7320,760-822-3509,MUSCLE MARKETING,,2009,SL,,,"541820, 541830, 541840, 541850, 541860, 541870, 541890",,,"6065 PASEO CARRETA, , CARLSBAD, CA 92009-2250",92009
WARRIOR HEALTH PC,LISA KELTY,,1960 MARCASITE PL,,CARLSBAD,CA,92009-5204,,navflidoc@aol.com,8ZDH3,49,073,FEEXXLDBSRR6,,,1231,,USA,CA,11/21/2024,Branch,7320,904-343-4656,,,2021,SC,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran, Woman Owned","621111, 622110",,,"1960 MARCASITE PL, , CARLSBAD, CA 92009-5204",92009
NAGEL STRATEGIES LLC,TERESA NAGEL,,6450 TERRAZA PORTICO,,CARLSBAD,CA,92009-3045,,teri.nagel@gmail.com,91DZ3,49,073,YHETH4HQN8P8,,,1231,,USA,CA,05/20/2024,Branch,7320,678-895-7162,,www.nagelstrategies.com,2019,LL,,"Self-Certified Small Disadvantaged Business, Woman Owned","541611, 541618, 541690",,,"6450 TERRAZA PORTICO, , CARLSBAD, CA 92009-3045",92009
KIMBERLY R HARVEY,KIMBERLY HARVEY,,7822 GAVIOTA CIR,,CARLSBAD,CA,92009-8219,,info@swivelstands.com,94W17,49,073,J7QBNX2AGMX5,,,1231,,USA,CA,08/24/2024,Branch,7320,760-822-8867,,,2019,SL,,Woman Owned,459999,,,"7822 GAVIOTA CIR, , CARLSBAD, CA 92009-8219",92009
EMBER RIVER LLC,JEREMY MCDONALD,,2101 ESCENICO TER,,CARLSBAD,CA,92009-7912,,jeremy@emberriver.com,99KL7,49,073,FDBVKKBMLME5,,,1231,,USA,CA,03/16/2024,Branch,7320,858-349-8242,,www.emberriver.com,2021,PS,,Self-Certified Small Disadvantaged Business,541512,,,"2101 ESCENICO TER, , CARLSBAD, CA 92009-7912",92009
MOBILITY SPECIALISTS OF SOCAL INC,BEN MARSH,,2712 LLAMA CT,,CARLSBAD,CA,92009-6518,,bmarsh@101mobility.com,992N5,49,073,D18ZL162DVZ9,,,1231,,USA,CA,10/25/2024,Branch,7320,970-361-4171,,,2021,CP,,Self-Certified Small Disadvantaged Business,"561790, 624120, 811490",,,"2712 LLAMA CT, , CARLSBAD, CA 92009-6518",92009
KICKBACK SPACE INC,ROCCO HARO,,2886 LUCIERNAGA ST,,CARLSBAD,CA,92009-5947,,rocco@kickback.space,9A0J5,49,073,HFT9XMYWWWN3,,,1231,,USA,DE,02/20/2025,Branch,7320,619-319-1776,,https://kickback.space,2020,CP,,"Hispanic American, Other Minority Owned, Self-Certified Small Disadvantaged Business","513210, 518210, 561499",,,"2886 LUCIERNAGA ST, , CARLSBAD, CA 92009-5947",92009
ORAL GENOME CORP.,TINA SAW,,3088 CORTE TRABUCO,,CARLSBAD,CA,92009-4553,,drtinasaw@oralgenome.com,9FK24,49,073,K89RRU5KNZM4,,,1231,,USA,DE,10/19/2024,Branch,7320,360-349-0790,,www.oralgenome.com,2021,CP,,"Asian Pacific American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned","621210, 621511",,,"3088 CORTE TRABUCO, , CARLSBAD, CA 92009-4553",92009
"TOUR IMAGE, INC.",SCOTT WILSON,,6612 GRULLA ST,,CARLSBAD,CA,92009-5315,,swilson@ustrivemfg.com,4NFW7,49,073,NFM7ZHH3LGV9,,,1231,,USA,CA,04/03/2024,Branch,7320,760-715-0581,TOUR IMAGE INC,https://ustrivemfg.com/,1992,SC,,,315210,,,"6612 GRULLA ST, , CARLSBAD, CA 92009-5315",92009
"WOA BUILDERS, INC.",MATTHEW FRIEDMAN,,8156 CALLE CATALONIA,,CARLSBAD,CA,92009-8954,,mfriedman@mkfriedman.com,71RV3,49,073,LNP7S48U9HM5,,,1231,,USA,CA,06/13/2024,Branch,7320,760-310-4100,WOA BUILDERS INC,,2004,SC,,"Service-Disabled Veteran, Veteran","335991, 541512, 541519, 541519",,,"8156 CALLE CATALONIA, , CARLSBAD, CA 92009-8954",92009
EMH CONSTRUCTION LLC,EMILY HAWN,,6790 OBSIDIAN PL,,CARLSBAD,CA,92009-1702,"We are an experienced construction company, licensed, bonded, insured. Newly incorporated, but 20+ years in business. Interior design services offered, with a focus in space management, ADA compliance, and kitchen and bath. currently getting certified as and EDWOSB and DBE.",ejh.emily@gmail.com,9CZA9,49,073,F1XNWAX4JJ54,,,1231,,USA,CA,08/09/2024,Branch,7320,760-454-9310,,https://www.emhconstructionllc.com,2022,LL,"Construction, Service","Self-Certified Small Disadvantaged Business, Woman Owned","236115, 236116, 236118, 236220, 541410",,,"6790 OBSIDIAN PL, , CARLSBAD, CA 92009-1702",92009
BEACON LEADERSHIP LLC,HEATH FLYNN,,2725 PARADISE ROAD,,CARLSBAD,CA,92009-3056,,eflynn@beaconleadership.us,9DNN9,49,073,MFWVR3W85SG1,,,1231,,USA,CA,08/22/2024,Branch,7320,760-579-1111,,beaconleadership.us,2022,LL,,"Self-Certified Small Disadvantaged Business, Veteran","541611, 541612, 611430",,,"2725 PARADISE ROAD, , CARLSBAD, CA 92009-3056",92009
"UTL NATION, INC.",WILLIAM HALL,,2365 MICA RD,,CARLSBAD,CA,92009-1739,,prime@utlnation.com,9ED25,49,073,ZCLTNCQFWVB5,,,1231,,USA,CA,10/29/2024,Branch,7320,956-224-0055,,https://deependfitness.com,2021,LL,,"Service-Disabled Veteran, Veteran","541613, 611620, 611699, 812990",,,"2365 MICA RD, , CARLSBAD, CA 92009-1739",92009
LEAD TECH ENVIRONMENTAL,STEVEN DENZLER,,2348 CAMINO ROBLEDO,,CARLSBAD,CA,92009-9355,,leadtechenvironmental@gmail.com,079V8,49,073,FGSJHUL9FPV5,,760-634-3703,1231,,USA,CA,09/28/2024,Branch,7320,760-634-3700,,www.leadtechenvironmental.com,1994,SC,,Self-Certified Small Disadvantaged Business,541620,,,"2348 CAMINO ROBLEDO, , CARLSBAD, CA 92009-9355",92009
HELIOVOLTA LLC,JAMES NAGEL,,2553 LUCIERNAGA ST,,CARLSBAD,CA,92009-5821,,james@heliovolta.com,9F7A7,49,073,F61KM7QCTBT1,,,1231,,USA,CA,09/05/2024,Branch,7320,914-356-7149,,heliovolta.com,2020,LL,,,"541330, 541330, 541330, 541330, 541519, 541519, 541990",,,"2553 LUCIERNAGA ST, , CARLSBAD, CA 92009-5821",92009
"ENDURE BIOTHERAPEUTICS, INC.",MARK WILSON,,7704 CORTE VIOLETA,,CARLSBAD,CA,92009-9340,,mwilson@endurebio.com,05R65,49,073,J63ZBR8YEXS2,,,1231,,USA,CA,10/16/2024,Branch,7320,858-752-9003,,https://endurebio.com,2018,CP,,,541714,,,"7704 CORTE VIOLETA, , CARLSBAD, CA 92009-9340",92009
VOCCENT CORP.,VICTOR BRUNKO,,2902 RANCHO RIO CHICO,,CARLSBAD,CA,92009-3007,,victor@voccent.com,9K5D8,49,073,ZTU5J81NFKB3,,,0330,,USA,DE,02/28/2025,Branch,7320,857-999-5670,,https://www.voccent.com,2019,CP,,Self-Certified Small Disadvantaged Business,"334290, 334511, 518210, 541511, 541512, 541519, 541519, 541612, 541690, 541990, 561621, 611420, 611430, 611630, 611691, 611699, 611710",,,"2902 RANCHO RIO CHICO, , CARLSBAD, CA 92009-3007",92009
CLEAR DIGITAL LABS LLC,BRANDON CHURCH,,2724 LUCIERNAGA ST,,CARLSBAD,CA,92009-5826,,bchurch17@gmail.com,9KLY1,49,073,P4LSHGYEMEJ7,,,1231,,USA,CA,08/30/2024,Branch,7320,760-579-9652,,,2022,CP,,,611430,,,"2724 LUCIERNAGA ST, , CARLSBAD, CA 92009-5826",92009
THE LEMONADE HOUSE LLC,AMY KONOPKA,,3312 CORTE DEL CRUCE,,CARLSBAD,CA,92009-9546,,dogbreath89@icloud.com,9KMX8,49,073,QQRML11TC4C5,,,1231,,USA,CA,09/12/2024,Branch,7320,760-272-6816,,www.TheLemonadeHouse.Org,2022,LL,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran, Woman Owned","531110, 531110, 623220, 623990, 624120, 624190, 624221, 624229, 624230, 721310",,,"3312 CORTE DEL CRUCE, , CARLSBAD, CA 92009-9546",92009
X & D SUPPLY,MIKE GRAVEN,,2940 GARNET PL,,CARLSBAD,CA,92009-4413,,mgraven@xdsupply.com,1VTH2,49,073,GSMGFN3NMMA3,,,1231,,USA,CA,04/17/2024,Branch,7320,760-715-0885,,,2001,CP,,Woman Owned,"325120, 332722, 423830",,,"2940 GARNET PL, , CARLSBAD, CA 92009-4413",92009
"FULL CAPACITY MARKETING, INC.",CELINA SHANDS,,3450 CORTE FRESA,,CARLSBAD,CA,92009-8964,,celina@fullcapacitymarketing.com,34TH7,49,073,P2DAGGNLRJ16,,760-274-6235,0430,,USA,CA,02/19/2025,Branch,7320,760-274-6370,,www.FullCapacityMarketing.com,2003,CP,,,"541613, 541820, 611430",,,"3450 CORTE FRESA, , CARLSBAD, CA 92009-8964",92009
"INFLAMMASENSE, INC.",RAHUL SINGH,,7112 ALMADEN LN,,CARLSBAD,CA,92009-6246,,rssingh@inflammasense.com,9M0Y4,49,073,VA4GX8UJQCN6,,,1231,,USA,DE,06/26/2024,Branch,7320,310-346-4781,,www.inflammasense.com,2023,CP,,,"541715, 541715, 541715, 541715",,,"7112 ALMADEN LN, , CARLSBAD, CA 92009-6246",92009
"IN DIAGNOSTICS, INC.",ANA FLORESCU,,7772 CORTE PROMENADE,,CARLSBAD,CA,92009-8940,,ana@indiagnostics.com,9V7G1,49,073,T3LYXKPLZSS5,,,1231,,USA,DE,02/27/2025,Branch,7320,510-637-8860,IN DIAGNOSTICS INC,https://indiagnostics.com/,2018,CP,,,541714,,,"7772 CORTE PROMENADE, , CARLSBAD, CA 92009-8940",92009
JBH REAL ESTATE EXPERTS INC,MEGHAN HIBERT,,2600 LA COSTA AVE,,CARLSBAD,CA,92009-7324,,meghan@jbhrex.com,9RSC9,49,073,WQPUCH6WY8Q7,,,1231,,USA,CA,11/27/2024,Branch,7320,858-243-5448,,,2020,SC,,"Self-Certified Small Disadvantaged Business, Woman Owned",531390,,,"2600 LA COSTA AVE, , CARLSBAD, CA 92009-7324",92009
"BIGGERPICTURE, INC.",DEEMA ADADA,,2932 CAMINO SERBAL,,CARLSBAD,CA,92009-2900,,deema@biggerpicture.co,105Q9,49,073,D8B1DDAQZ3F4,,,1231,,USA,DE,02/21/2025,Branch,7320,248-563-9101,,www.biggerpicture.co,2019,CP,,Woman Owned,541512,,,"2932 CAMINO SERBAL, , CARLSBAD, CA 92009-2900",92009
"OUTERBOUND, INC",PEYTON RELKIN,,6536 CORINTIA ST,,CARLSBAD,CA,92009-5345,,pj@naturesplaybook.com,9UES3,49,073,MWQGYZPB4AR6,,,0630,,USA,DE,01/17/2025,Branch,7320,760-936-7188,NATURE'S PLAYBOOK,,2021,CP,,Woman Owned,541511,,,"6536 CORINTIA ST, , CARLSBAD, CA 92009-5345",92009
GOVERNMENT SERVICE AND SUPPLY LLC,CHRISTOPHER WEST,,3028 DEL REY AVE,,CARLSBAD,CA,92009-7509,,westin360@hotmail.com,9W2B2,49,073,TBC8RM81TAC3,,,1231,,USA,CA,05/07/2024,Branch,7320,760-207-0435,,,2024,CP,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","517121, 517122, 517810, 524114, 541512, 541519, 541519, 541715, 541715, 541715, 541715, 561210",,,"3028 DEL REY AVE, , CARLSBAD, CA 92009-7509",92009
BLKDIGITALTECH CORP,PAMELA NICHOLS,,2772 GATEWAY RD # 200,,CARLSBAD,CA,92009-1746,,info@kmob1003.com,9WFT2,49,073,SDT9S195E931,,,1231,,USA,CA,05/17/2024,Branch,7320,858-633-1963,,www.blkdigitaltech.com,2023,CP,,"Black American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran, Woman Owned","541611, 541612, 541810, 561311, 561312, 611430",,,"2772 GATEWAY RD # 200, , CARLSBAD, CA 92009-1746",92009
"TENANGO HOLDINGS, LLC",JOHN TEASLEY,,3315 AVENIDA OBERTURA,,CARLSBAD,CA,92009-9327,"Fresh & Clean Laundry Services boasts eight years of experience as a premier provider of specialized laundry solutions. Our sterling reputation for quality and reliability, especially within government sectors, is underscored by our successful partnership with the Navy and various Naval Contractors. Our customers include but are not limited to: SWRMC-Naval Sea Systems Command, Naval Consolidated Brig-Miramar, General Dynamics-NASSCO, USS Charleston, and USS Atlantis. This collaboration demonstrates our ability to handle large-scale, high-stakes laundry operations with precision and excellence. With a 4.5 Star Google rating based on over 700 customer reviews, our proven track record ensures stringent government requirements are met while upholding the highest standards of cleanliness and service reliability.",john@freshcleanlaundromat.com,9WX36,49,073,YEK4PKJZ4JU7,https://www.freshcleanlaundromat.com/,,1231,,USA,CA,05/31/2024,Branch,7320,619-954-5427,,,2016,LL,Service,"Hispanic American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned","812310, 812320",,,"3315 AVENIDA OBERTURA, , CARLSBAD, CA 92009-9327",92009
"EMERGE GROUP, LLC",BRAD HUNTER,,7283 CIRCULO PAPAYO,,CARLSBAD,CA,92009-8698,,brad@emergegroupllc.com,9XYR3,49,073,F88HAW5GNVD5,,,1231,,USA,CA,07/10/2024,Branch,7320,619-246-1702,,https://emergelabs.us/,2012,LL,,,"541511, 541512",,,"7283 CIRCULO PAPAYO, , CARLSBAD, CA 92009-8698",92009
MOLECURE THERAPEUTICS INC.,PETER PALLAI,,2235 CAMINO ROBLEDO,,CARLSBAD,CA,92009-9346,,pvpallai@gmail.com,9ZSS7,49,073,W8LRXRGC8875,,,1231,,USA,DE,09/06/2024,Branch,7320,760-845-5566,,,2024,CP,,,541714,,,"2235 CAMINO ROBLEDO, , CARLSBAD, CA 92009-9346",92009
PONTO INC,AARON ROUBITCHEK,,3347 AVENIDA NIEVE,,CARLSBAD,CA,92009-9339,"Ponto Footwear specializes in the design, manufacturing, and wholesale distribution of sustainable footwear products. We leverage advanced manufacturing techniques to create durable, cost-effective shoes that meet high-performance standards for both civilian and government markets. Our primary focus includes footwear production for extreme climates, integrating sustainable materials to minimize environmental impact while maximizing product longevity. We also offer repair and refurbishing services to extend the lifecycle of footwear, contributing to a circular economy model.",aaron@pontofootwear.com,01P74,49,073,MLYSRQ375371,https://www.pontofootwear.com/,,1231,,USA,DE,12/17/2024,Branch,7320,760-525-8623,,,2018,CP,"Manufacturing, R and D, Service",,"316210, 424340, 811430",,,"3347 AVENIDA NIEVE, , CARLSBAD, CA 92009-9339",92009
OFFSET ALLIANCE LLC,HENKEL SMITH,,7752 MADRILENA WAY,,CARLSBAD,CA,92009-8130,,henkel@offsetalliance.co,8GTN4,49,073,PZ8DNKCJ5FX5,,,1231,,USA,CA,09/19/2024,Branch,7320,760-846-3932,OFFSET ALLIANCE,,2019,LL,,"Self-Certified Small Disadvantaged Business, Woman Owned",541620,,,"7752 MADRILENA WAY, , CARLSBAD, CA 92009-8130",92009
PARATUS DEFENSE GROUP CORP,KELLY CHRISTENSON,,6005 PASEO ACAMPO APT 223,,CARLSBAD,CA,92009-2257,,kelly@paratusdefensegroup.com,09Q09,49,073,CFY9L4Y3CKB5,,,1231,,USA,CA,11/12/2024,Branch,7320,760-421-3802,,paratusdefensegroup.com,2024,CP,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran",561612,,,"6005 PASEO ACAMPO APT 223, , CARLSBAD, CA 92009-2257",92009
SINGLE FIN ENTERPRISES LLC,ZACK TEMBI,,2606 COLIBRI LN,,CARLSBAD,CA,92009-4303,,zack@singlefin.io,0CQL4,49,073,XHCKZCMS11N7,,,1230,,USA,CA,11/23/2024,Branch,7320,860-707-5437,,www.singlefin.io,2024,LL,,"Black American, Other Minority Owned, Self-Certified Small Disadvantaged Business","423430, 517112, 518210, 541511, 541512, 541519, 541519, 541611",,,"2606 COLIBRI LN, , CARLSBAD, CA 92009-4303",92009
CENTER FOR BIO-MEDICAL TESTING INC,LOLITA RASIMA,,3220 CORTE TAMARINDO,,CARLSBAD,CA,92009-2006,,contracting@cbiotesting.com,6BRD4,49,073,NZAMKDQBGNH6,,,1231,,USA,IL,11/26/2024,Branch,7320,708-612-8573,,,2007,CP,,,"541714, 621511",,,"3220 CORTE TAMARINDO, , CARLSBAD, CA 92009-2006",92009
US WINDOW & DOOR,STACY ELLIOTT,,6188 INNOVATION WAY,,CARLSBAD,CA,92009-1728,Residential grade window and door sales and installation company operating in San Diego County and southern Orange County.,stacy.elliott@uswindow-door.com,0Q7N2,49,073,ZUZNUVB39KM9,,,1231,,USA,CA,02/04/2025,Branch,7320,760-431-5576,,www.uswindow-door.com,2000,CP,Construction,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","236115, 236116, 236118, 423390",,,"6188 INNOVATION WAY, , CARLSBAD, CA 92009-1728",92009
